,UserID,Game,Hours,Ratings
97458,210433327,Dota 2,0.7,1
97460,224526163,Fallen Earth,1.2,1
97462,224526163,War of the Roses,0.2,1
97465,53155177,Football Manager 2013,79.0,2
97467,53155177,Left 4 Dead,1.8,1
97469,202759236,Football Manager 2015,749.0,4
97472,80550861,Counter-Strike Global Offensive,379.0,3
97474,80550861,Arma 3,229.0,3
97476,80550861,The Witcher 3 Wild Hunt,72.0,2
97478,80550861,DayZ,56.0,2
97480,80550861,Fallout 4,54.0,2
97482,80550861,DARK SOULS II,47.0,2
97484,80550861,Dark Souls Prepare to Die Edition,39.0,2
97486,80550861,PAYDAY 2,36.0,2
97488,80550861,Rogue Legacy,20.0,1
97490,80550861,Hammerwatch,17.3,1
97492,80550861,Warface,16.7,1
97494,80550861,Portal 2,14.3,1
97496,80550861,Pillars of Eternity,12.3,1
97498,80550861,Fallout New Vegas,11.9,1
97500,80550861,Risk of Rain,11.5,1
97502,80550861,Hotline Miami 2 Wrong Number,7.9,1
97504,80550861,Darkest Dungeon,7.3,1
97506,80550861,Resident Evil / biohazard HD REMASTER,6.8,1
97508,80550861,Game of Thrones - A Telltale Games Series,6.6,1
97510,80550861,Far Cry 4,6.2,1
97512,80550861,The Elder Scrolls V Skyrim,5.3,1
97514,80550861,The Evil Within,4.5,1
97516,80550861,Middle-earth Shadow of Mordor,4.5,1
97518,80550861,Grand Theft Auto V,4.3,1
97520,80550861,FTL Faster Than Light,3.4,1
97522,80550861,South Park The Stick of Truth,3.2,1
97524,80550861,Team Fortress 2,3.1,1
97526,80550861,Metro Last Light,2.3,1
97528,80550861,Baldur's Gate II Enhanced Edition,2.2,1
97530,80550861,3DMark,2.1,1
97532,80550861,Loadout,1.9,1
97534,80550861,Far Cry 3,1.4,1
97536,80550861,Contagion,1.2,1
97538,80550861,Serious Sam 3 BFE,0.7,1
97540,80550861,The Stanley Parable,0.7,1
97542,80550861,Outlast,0.6,1
97544,80550861,Mark of the Ninja,0.4,1
97546,80550861,The Binding of Isaac Rebirth,0.3,1
97548,80550861,Age of Empires II HD Edition,0.1,1
97595,242732085,Assassin's Creed III,4.0,1
97603,178574781,Warface,677.0,4
97605,178574781,PAYDAY 2,530.0,4
97607,178574781,Battlefield Bad Company 2,26.0,2
97609,178574781,Tomb Raider,20.0,1
97611,178574781,Defiance,4.4,1
97613,178574781,Garry's Mod,3.3,1
97615,178574781,War Thunder,3.1,1
97617,178574781,Insurgency,1.5,1
97619,178574781,Sniper Elite V2,0.6,1
97621,196057622,My Lands,15.0,1
97623,80230375,Call of Duty Black Ops,0.5,1
97626,134127685,Team Fortress 2,7.3,1
97628,134127685,Dota 2,3.1,1
97631,218396091,Dota 2,4.9,1
97633,185080568,Dota 2,0.5,1
97635,172263364,Serious Sam HD The Second Encounter,2.3,1
97637,178396764,Dota 2,670.0,4
97639,178396764,Counter-Strike Global Offensive,31.0,2
97641,47728342,Counter-Strike,163.0,3
97643,47728342,Left 4 Dead,83.0,2
97645,47728342,Counter-Strike Condition Zero,9.7,1
97647,47728342,Half-Life 2 Deathmatch,2.0,1
97649,47728342,Day of Defeat,1.3,1
97651,47728342,Zombie Panic Source,0.6,1
97653,47728342,Half-Life 2 Lost Coast,0.6,1
97658,206577552,Marvel Puzzle Quest,5.9,1
97660,128135895,Team Fortress 2,11.6,1
97662,91627755,Dungeon Defenders,24.0,2
97664,91627755,Infestation Survivor Stories,12.3,1
97666,91627755,Strife,6.0,1
97668,91627755,Counter-Strike Global Offensive,4.7,1
97670,91627755,Wanderlust Rebirth,3.8,1
97672,91627755,Team Fortress 2,1.7,1
97680,165760407,Dota 2,2.0,1
97682,27099151,Half-Life 2 Deathmatch,0.4,1
97689,246688925,Dota 2,61.0,2
97691,34040508,Counter-Strike Global Offensive,530.0,4
97693,34040508,Counter-Strike Source,18.2,1
97695,34040508,Tom Clancy's Ghost Recon Phantoms - EU,3.7,1
97697,34040508,Medieval II Total War,0.3,1
97699,34040508,Half-Life 2 Deathmatch,0.2,1
97705,209559315,Terraria,56.0,2
97707,209559315,Castle Crashers,8.0,1
97709,209559315,Garry's Mod,3.4,1
97711,209559315,Goat Simulator,1.4,1
97713,209559315,BattleBlock Theater,1.0,1
97716,102327684,Team Fortress 2,1.4,1
97718,233397077,Counter-Strike Global Offensive,12.7,1
97721,236020018,Counter-Strike Global Offensive,110.0,3
97723,244269423,Dota 2,1.2,1
97726,209509599,Dota 2,1.8,1
97728,301801801,The Escapists,6.2,1
97730,301801801,ARK Survival Evolved,6.1,1
97732,169159974,Dota 2,120.0,3
97734,86866292,Dota 2,1540.0,5
97736,86866292,Disciples II Gallean's Return,32.0,2
97738,86866292,BioShock Infinite,25.0,2
97740,86866292,Path of Exile,25.0,2
97742,86866292,Aura Kingdom,1.0,1
97746,167167647,Source Filmmaker,312.0,3
97748,167167647,Garry's Mod,112.0,3
97750,167167647,METAL GEAR SOLID V THE PHANTOM PAIN,100.0,2
97752,167167647,APB Reloaded,64.0,2
97754,167167647,Fallout 4,60.0,2
97756,167167647,Sid Meier's Civilization V,53.0,2
97758,167167647,Sid Meier's Civilization III Complete,24.0,2
97760,167167647,Unturned,23.0,2
97762,167167647,Prison Architect,18.7,1
97764,167167647,Call of Duty World at War,16.0,1
97766,167167647,Rocket League,15.3,1
97768,167167647,Robocraft,14.3,1
97770,167167647,Borderless Gaming,13.1,1
97772,167167647,Contagion,12.4,1
97774,167167647,Tabletop Simulator,11.2,1
97776,167167647,Project Zomboid,9.9,1
97778,167167647,Counter-Strike Global Offensive,9.4,1
97780,167167647,The Ship,8.8,1
97782,167167647,PAYDAY 2,5.4,1
97784,167167647,Portal 2,4.0,1
97786,167167647,Star Wars - Battlefront II,3.9,1
97788,167167647,Warframe,2.7,1
97790,167167647,Microsoft Flight Simulator X Steam Edition,2.7,1
97792,167167647,Pool Nation FX,1.8,1
97794,167167647,Ultimate Tic-Tac-Toe,1.7,1
97796,167167647,Sid Meier's Civilization Beyond Earth,1.4,1
97798,167167647,Terraria,0.7,1
97800,167167647,Hexcells,0.7,1
97802,167167647,ACE - Arena Cyber Evolution,0.4,1
97804,167167647,Boring Man - Online Tactical Stickman Combat,0.2,1
97806,167167647,Peggle Extreme,0.2,1
97808,167167647,Tactical Intervention,0.1,1
97836,38222088,Counter-Strike Source,11.5,1
97838,205929037,Dota 2,4.6,1
97840,1129452,Day of Defeat,257.0,3
97842,1129452,Sniper Elite,238.0,3
97844,1129452,War Inc. Battlezone,53.0,2
97846,1129452,Half-Life,40.0,2
97848,1129452,Half-Life Opposing Force,23.0,2
97850,1129452,Half-Life 2,14.4,1
97852,1129452,Half-Life 2 Episode Two,13.5,1
97854,1129452,Half-Life Blue Shift,9.9,1
97856,1129452,Sid Meier's Civilization III Complete,9.7,1
97858,1129452,Half-Life 2 Episode One,9.5,1
97860,1129452,Portal,1.7,1
97862,1129452,Silent Hunter III,0.9,1
97864,1129452,S.T.A.L.K.E.R. Clear Sky,0.8,1
97875,174681719,Dota 2,0.2,1
97877,47978182,Left 4 Dead,4.5,1
97879,110881546,Ragnarok Online 2,802.0,4
97881,110881546,Might & Magic Heroes VI,180.0,3
97883,110881546,Kingdoms of Amalur Reckoning,153.0,3
97885,110881546,Torchlight II,79.0,2
97887,110881546,Recettear An Item Shop's Tale,62.0,2
97889,110881546,Overlord Raising Hell,57.0,2
97891,110881546,METAL GEAR RISING REVENGEANCE,47.0,2
97893,110881546,Darksiders II,46.0,2
97895,110881546,Overlord II,43.0,2
97897,110881546,Mark of the Ninja,31.0,2
97899,110881546,Of Orcs And Men,30.0,2
97901,110881546,The Incredible Adventures of Van Helsing,30.0,2
97903,110881546,Alice Madness Returns,28.0,2
97905,110881546,Portal 2,21.0,2
97907,110881546,Trine 2,20.0,1
97909,110881546,DmC Devil May Cry,17.3,1
97911,110881546,Trine,16.1,1
97913,110881546,Abyss Odyssey,12.5,1
97915,110881546,Brtal Legend,7.2,1
97917,110881546,Brothers - A Tale of Two Sons,4.6,1
97919,110881546,Overlord,0.5,1
97921,110881546,Dota 2,0.2,1
97944,144977276,Dota 2,812.0,4
97946,271659144,Dota 2,22.0,2
97951,88199811,The Elder Scrolls V Skyrim,178.0,3
97953,88199811,FINAL FANTASY III,55.0,2
97955,88199811,RPG Maker MV,55.0,2
97957,88199811,RAGE,22.0,2
97959,88199811,Arma 3,13.8,1
97961,88199811,Just Cause 2 Multiplayer Mod,13.6,1
97963,88199811,Just Cause 2,13.5,1
97965,88199811,BeamNG.drive,6.0,1
97967,88199811,Fallout New Vegas,5.6,1
97969,88199811,NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,3.1,1
97971,88199811,Call of Duty Black Ops,2.8,1
97973,88199811,Portal 2,2.8,1
97975,88199811,Next Car Game Wreckfest,1.7,1
97977,88199811,Worms Reloaded,1.2,1
97979,88199811,Next Car Game Sneak Peek 2.0,0.2,1
97990,155420511,Team Fortress 2,846.0,4
97992,155420511,Dota 2,243.0,3
97994,155420511,Counter-Strike Global Offensive,133.0,3
97996,155420511,The Elder Scrolls V Skyrim,38.0,2
97998,155420511,Might & Magic Heroes Online,2.6,1
98000,155420511,Poker Night at the Inventory,2.1,1
98002,155420511,Fallout 3,1.7,1
98004,155420511,Quake Live,1.2,1
98006,155420511,Poker Night 2,1.0,1
98008,155420511,Tom Clancy's Ghost Recon Phantoms - EU,0.5,1
98021,98686446,DOOM 3 BFG Edition,230.0,3
98023,98686446,Call of Duty Black Ops - Multiplayer,90.0,2
98025,98686446,Call of Duty Black Ops,8.4,1
98027,246456527,DayZ,10.7,1
98029,246456527,Counter-Strike Global Offensive,9.1,1
98031,246456527,TERA,0.4,1
98033,113224251,Call of Duty Black Ops II - Multiplayer,532.0,4
98035,113224251,A.V.A - Alliance of Valiant Arms,36.0,2
98037,113224251,Counter-Strike Global Offensive,30.0,2
98039,113224251,Hitman Absolution,11.1,1
98041,113224251,Call of Juarez Gunslinger,8.0,1
98043,113224251,DiRT Showdown,6.0,1
98045,113224251,Zombie Panic Source,3.8,1
98047,113224251,GRID 2,2.6,1
98049,113224251,Max Payne 3,1.2,1
98051,113224251,Call of Duty Black Ops II - Zombies,1.0,1
98053,113224251,Unturned,0.6,1
98055,113224251,Alien Swarm,0.3,1
98062,191803558,Dota 2,1.2,1
98064,10181060,Half-Life 2,27.0,2
98066,10181060,Age of Empires III Complete Collection,14.0,1
98068,10181060,Half-Life 2 Lost Coast,1.5,1
98070,10181060,Portal 2,1.1,1
98072,10181060,Age of Empires II HD Edition,0.5,1
98074,10181060,Counter-Strike Source,0.2,1
98076,10181060,Counter-Strike Global Offensive,0.2,1
98078,10181060,Day of Defeat Source,0.1,1
98083,105024602,Zombie Panic Source,10.3,1
98085,105024602,Alien Swarm,2.7,1
98087,105024602,Team Fortress 2,2.5,1
98089,78671103,Team Fortress 2,18.4,1
98091,78671103,Marvel Heroes 2015,14.3,1
98093,78671103,Infestation Survivor Stories,13.6,1
98095,78671103,Dota 2,11.5,1
98097,78671103,DC Universe Online,3.3,1
98099,78671103,Unreal Tournament 3 Black Edition,1.8,1
98101,78671103,Orcs Must Die!,1.5,1
98103,78671103,Path of Exile,0.5,1
98105,78671103,F.E.A.R. 3,0.5,1
98111,91784246,Football Manager 2012,89.0,2
98113,96219642,Team Fortress 2,212.0,3
98115,96219642,Source Filmmaker,1.4,1
98117,44948554,Call of Duty Modern Warfare 3 - Multiplayer,21.0,2
98119,44948554,Call of Duty Modern Warfare 3,4.1,1
98121,203241031,Defiance,277.0,3
98123,203241031,Ragnarok Online 2,23.0,2
98125,203241031,RIFT,14.2,1
98127,203241031,Aura Kingdom,6.0,1
98129,203241031,Eldevin,0.1,1
98132,34858979,Counter-Strike Source,8.2,1
98134,34858979,Half-Life 2 Lost Coast,2.0,1
98136,34858979,Half-Life 2 Deathmatch,0.6,1
98138,34858979,Day of Defeat Source,0.1,1
98140,287498478,LEGO Worlds,0.4,1
98142,82438562,Sid Meier's Civilization V,18.7,1
98144,82438562,You Need A Budget 4 (YNAB),1.2,1
98146,82438562,Portal,0.6,1
98148,82438562,Puzzle Agent,0.3,1
98151,97782908,Age of Mythology Extended Edition,98.0,2
98153,97782908,Audiosurf,95.0,2
98155,97782908,South Park The Stick of Truth,45.0,2
98157,97782908,Five Nights at Freddy's,13.3,1
98159,97782908,Bastion,11.9,1
98161,97782908,DC Universe Online,10.1,1
98163,97782908,Five Nights at Freddy's 2,9.4,1
98165,97782908,Goat Simulator,6.4,1
98167,97782908,Scribblenauts Unlimited,2.3,1
98169,97782908,Amnesia The Dark Descent,1.3,1
98171,97782908,Impossible Creatures,1.2,1
98173,97782908,Braid,0.8,1
98175,97782908,Darkest Dungeon,0.6,1
98177,97782908,Psychonauts,0.3,1
98179,97782908,Path of Exile,0.1,1
98188,88525821,Counter-Strike Global Offensive,1300.0,5
98190,88525821,Baldur's Gate II Enhanced Edition,45.0,2
98192,88525821,Fallout 2,34.0,2
98194,88525821,Pillars of Eternity,32.0,2
98196,88525821,The Evil Within,30.0,2
98198,88525821,Broken Sword 5 - the Serpent's Curse,30.0,2
98200,88525821,Torchlight II,28.0,2
98202,88525821,Deponia The Complete Journey,27.0,2
98204,88525821,Wasteland 2,26.0,2
98206,88525821,Fallout 4,23.0,2
98208,88525821,Age of Empires II HD Edition,21.0,2
98210,88525821,Broken Sword 4 - the Angel of Death,21.0,2
98212,88525821,Alien Isolation,19.0,1
98214,88525821,SpeedRunners,16.0,1
98216,88525821,7 Days to Die,15.3,1
98218,88525821,Worms Armageddon,14.5,1
98220,88525821,Wolfenstein The New Order,14.2,1
98222,88525821,Portal 2,13.6,1
98224,88525821,Insurgency,13.5,1
98226,88525821,Divinity Original Sin,12.8,1
98228,88525821,S.T.A.L.K.E.R. Shadow of Chernobyl,12.4,1
98230,88525821,Metro 2033 Redux,11.8,1
98232,88525821,Mercenary Kings,11.8,1
98234,88525821,Magic 2015,11.0,1
98236,88525821,Darksiders II,10.9,1
98238,88525821,Baldur's Gate Enhanced Edition,10.7,1
98240,88525821,Sanitarium,10.4,1
98242,88525821,Metro Last Light Redux,10.3,1
98244,88525821,Gauntlet ,9.9,1
98246,88525821,Hammerwatch,9.6,1
98248,88525821,Deus Ex Human Revolution - Director's Cut,9.2,1
98250,88525821,Left 4 Dead 2,7.5,1
98252,88525821,Full Mojo Rampage,7.0,1
98254,88525821,Resident Evil / biohazard HD REMASTER,6.9,1
98256,88525821,Shantae and the Pirate's Curse,6.9,1
98258,88525821,Shadowrun Dragonfall - Director's Cut,6.8,1
98260,88525821,Deadly Premonition The Director's Cut,5.9,1
98262,88525821,The Witcher 2 Assassins of Kings Enhanced Edition,5.5,1
98264,88525821,Borderlands 2,5.4,1
98266,88525821,Castle Crashers,5.1,1
98268,88525821,The Last Remnant,5.0,1
98270,88525821,Fallout,4.9,1
98272,88525821,To the Moon,4.5,1
98274,88525821,Starbound,4.4,1
98276,88525821,Broforce,4.2,1
98278,88525821,Portal,3.9,1
98280,88525821,Hitman Absolution,3.7,1
98282,88525821,Sanctum 2,3.7,1
98284,88525821,Trine 2,3.2,1
98286,88525821,Torchlight,3.1,1
98288,88525821,Rising Storm/Red Orchestra 2 Multiplayer,3.1,1
98290,88525821,Red Orchestra 2 Heroes of Stalingrad - Single Player,3.0,1
98292,88525821,War Thunder,2.9,1
98294,88525821,METAL GEAR SOLID V GROUND ZEROES,2.4,1
98296,88525821,Worms Revolution,2.3,1
98298,88525821,Grim Fandango Remastered,2.2,1
98300,88525821,Shadowrun Returns,2.1,1
98302,88525821,Foul Play,1.8,1
98304,88525821,Super Meat Boy,1.5,1
98306,88525821,Dust An Elysian Tail,1.5,1
98308,88525821,THE KING OF FIGHTERS XIII STEAM EDITION,1.4,1
98310,88525821,Killing Floor,1.4,1
98312,88525821,Magicka,1.3,1
98314,88525821,Chivalry Medieval Warfare,1.3,1
98316,88525821,Team Fortress 2,1.0,1
98318,88525821,The Incredible Adventures of Van Helsing,1.0,1
98320,88525821,Sonic Generations,1.0,1
98322,88525821,100% Orange Juice,0.9,1
98324,88525821,Hero Siege,0.8,1
98326,88525821,Patch testing for Chivalry,0.7,1
98328,88525821,Castlevania Lords of Shadow  Mirror of Fate HD,0.6,1
98330,88525821,Monaco,0.5,1
98332,88525821,Card Hunter,0.4,1
98334,88525821,Amnesia The Dark Descent,0.3,1
98336,88525821,Risk of Rain,0.3,1
98338,88525821,Worms Crazy Golf,0.2,1
98340,88525821,Aquaria,0.2,1
98342,88525821,Worms Ultimate Mayhem,0.2,1
98344,88525821,Dota 2,0.2,1
98346,88525821,MURDERED SOUL SUSPECT,0.2,1
98348,88525821,Garry's Mod,0.2,1
98350,88525821,Heroes & Generals,0.1,1
98399,121523105,Sid Meier's Civilization V,0.8,1
98401,121523105,GRID 2,0.7,1
98403,75395097,Call of Duty Black Ops,6.6,1
98406,127272741,Counter-Strike Global Offensive,649.0,4
98408,127272741,Terraria,510.0,4
98410,127272741,Kingdom Rush,508.0,4
98412,127272741,Sid Meier's Civilization V,501.0,4
98414,127272741,Besiege,492.0,3
98416,127272741,Borderlands 2,187.0,3
98418,127272741,Rome Total War,127.0,3
98420,127272741,AdVenture Capitalist,119.0,3
98422,127272741,Sid Meier's Civilization III Complete,96.0,2
98424,127272741,Team Fortress 2,78.0,2
98426,127272741,TERA,67.0,2
98428,127272741,The Elder Scrolls V Skyrim,66.0,2
98430,127272741,Dark Souls Prepare to Die Edition,56.0,2
98432,127272741,Rocket League,49.0,2
98434,127272741,Chivalry Medieval Warfare,48.0,2
98436,127272741,Fallout New Vegas,37.0,2
98438,127272741,Mount & Blade Warband,30.0,2
98440,127272741,Dungeon Defenders,26.0,2
98442,127272741,Time Clickers,24.0,2
98444,127272741,NBA 2K14,23.0,2
98446,127272741,Spore,21.0,2
98448,127272741,Magicka,20.0,1
98450,127272741,Ultimate Tic-Tac-Toe,17.7,1
98452,127272741,Goat Simulator,17.2,1
98454,127272741,Depth,15.9,1
98456,127272741,Crusaders of the Lost Idols,15.6,1
98458,127272741,XCOM Enemy Unknown,14.7,1
98460,127272741,Bad Rats,12.8,1
98462,127272741,Trove,12.3,1
98464,127272741,The Binding of Isaac,10.3,1
98466,127272741,Garry's Mod,9.1,1
98468,127272741,Fable - The Lost Chapters,9.1,1
98470,127272741,Fallout 3,8.4,1
98472,127272741,Ace of Spades,8.3,1
98474,127272741,Realm of the Mad God,7.5,1
98476,127272741,Universe Sandbox,6.9,1
98478,127272741,Dota 2,5.9,1
98480,127272741,Lugaru HD ,5.7,1
98482,127272741,Hero Siege,5.6,1
98484,127272741,Robocraft,5.6,1
98486,127272741,Just Cause 2,5.4,1
98488,127272741,Nosgoth,5.3,1
98490,127272741,Mirror's Edge,5.2,1
98492,127272741,Overgrowth,4.9,1
98494,127272741,Arma 2,4.7,1
98496,127272741,Half-Life 2,4.7,1
98498,127272741,Unturned,4.3,1
98500,127272741,Age of Empires II HD Edition,4.0,1
98502,127272741,Left 4 Dead 2,3.8,1
98504,127272741,Portal 2,3.6,1
98506,127272741,"Papers, Please",3.3,1
98508,127272741,Enclave,3.3,1
98510,127272741,Castle Crashers,2.9,1
98512,127272741,DLC Quest,2.9,1
98514,127272741,Downwell,2.8,1
98516,127272741,America's Army Proving Grounds,2.6,1
98518,127272741,Dishonored,2.6,1
98520,127272741,One Finger Death Punch,1.9,1
98522,127272741,Edge of Space,1.5,1
98524,127272741,LUFTRAUSERS,1.4,1
98526,127272741,Darksiders II,1.4,1
98528,127272741,Surgeon Simulator,1.4,1
98530,127272741,Euro Truck Simulator 2,1.3,1
98532,127272741,theHunter,1.2,1
98534,127272741,LIMBO,1.0,1
98536,127272741,Monopoly,1.0,1
98538,127272741,Endless Sky,1.0,1
98540,127272741,FlatOut 2,0.9,1
98542,127272741,Blockstorm,0.9,1
98544,127272741,Trine,0.9,1
98546,127272741,Legendary,0.8,1
98548,127272741,Yet Another Zombie Defense,0.8,1
98550,127272741,Penumbra Overture,0.7,1
98552,127272741,Geometry Wars Retro Evolved,0.7,1
98554,127272741,Trine 2,0.6,1
98556,127272741,Brawlhalla,0.6,1
98558,127272741,Sparkle 2 Evo,0.5,1
98560,127272741,SEGA Genesis & Mega Drive Classics,0.5,1
98562,127272741,PARTICLE MACE,0.4,1
98564,127272741,The Stanley Parable,0.4,1
98566,127272741,Dungeon Defenders II,0.4,1
98568,127272741,The Way of Life Free Edition,0.3,1
98570,127272741,NEOTOKYO,0.3,1
98572,127272741,Receiver,0.3,1
98574,127272741,Gear Up,0.2,1
98576,127272741,Emily is Away,0.2,1
98578,127272741,Floating Point,0.2,1
98580,127272741,Apotheon Arena,0.1,1
98582,127272741,Oh...Sir!,0.1,1
98584,127272741,Heroes & Generals,0.1,1
98586,127272741,Dirty Bomb,0.1,1
98588,127272741,Echoes+,0.1,1
98609,35701646,Team Fortress 2,914.0,4
98611,35701646,Dota 2,764.0,4
98613,35701646,Left 4 Dead 2,372.0,3
98615,35701646,The Elder Scrolls V Skyrim,222.0,3
98617,35701646,Fallout New Vegas,175.0,3
98619,35701646,Left 4 Dead,113.0,3
98621,35701646,Don't Starve,109.0,3
98623,35701646,Dragon Age Origins,104.0,3
98625,35701646,FTL Faster Than Light,79.0,2
98627,35701646,Grand Theft Auto IV,44.0,2
98629,35701646,Deus Ex Human Revolution,40.0,2
98631,35701646,Mass Effect 2,38.0,2
98633,35701646,XCOM Enemy Unknown,38.0,2
98635,35701646,Prison Architect,37.0,2
98637,35701646,The Binding of Isaac,37.0,2
98639,35701646,Batman Arkham City,36.0,2
98641,35701646,The Banner Saga,33.0,2
98643,35701646,Defense Grid The Awakening,27.0,2
98645,35701646,Shattered Horizon,25.0,2
98647,35701646,The Walking Dead,23.0,2
98649,35701646,BioShock,23.0,2
98651,35701646,Magicka,22.0,2
98653,35701646,resident evil 4 / biohazard 4,20.0,1
98655,35701646,Bastion,19.5,1
98657,35701646,The Elder Scrolls IV Oblivion ,19.1,1
98659,35701646,Torchlight II,18.0,1
98661,35701646,Mark of the Ninja,17.1,1
98663,35701646,Dishonored,16.7,1
98665,35701646,Overlord,16.4,1
98667,35701646,Alien Isolation,16.0,1
98669,35701646,Overlord II,14.7,1
98671,35701646,Path of Exile,14.6,1
98673,35701646,Batman Arkham City GOTY,13.7,1
98675,35701646,BioShock 2,13.4,1
98677,35701646,Tomb Raider,12.8,1
98679,35701646,Half-Life 2,11.8,1
98681,35701646,Fallout 3 - Game of the Year Edition,11.4,1
98683,35701646,Metro Last Light,11.2,1
98685,35701646,Day of Defeat Source,10.5,1
98687,35701646,The Walking Dead Season Two,8.4,1
98689,35701646,World of Goo,8.3,1
98691,35701646,Middle-earth Shadow of Mordor,8.3,1
98693,35701646,Resident Evil 5 / Biohazard 5,7.6,1
98695,35701646,Amnesia The Dark Descent,7.6,1
98697,35701646,Grand Theft Auto Episodes from Liberty City,7.3,1
98699,35701646,Portal 2,6.6,1
98701,35701646,Just Cause 2,6.6,1
98703,35701646,Alan Wake,6.3,1
98705,35701646,Half-Life 2 Episode Two,5.4,1
98707,35701646,Sleeping Dogs,5.1,1
98709,35701646,LIMBO,4.7,1
98711,35701646,Insanely Twisted Shadow Planet,4.4,1
98713,35701646,Deadlight,4.3,1
98715,35701646,The Witcher 2 Assassins of Kings Enhanced Edition,4.3,1
98717,35701646,Kane & Lynch Dead Men,3.9,1
98719,35701646,Shadowrun Returns,3.6,1
98721,35701646,Risk of Rain,3.5,1
98723,35701646,Crusader Kings II,3.4,1
98725,35701646,The Ball,3.3,1
98727,35701646,The Bureau XCOM Declassified,3.1,1
98729,35701646,WAKFU,3.1,1
98731,35701646,Half-Life 2 Episode One,2.8,1
98733,35701646,Brothers - A Tale of Two Sons,2.8,1
98735,35701646,Super Meat Boy,2.6,1
98737,35701646,Counter-Strike Source,2.5,1
98739,35701646,Borderlands 2,2.4,1
98741,35701646,Deus Ex Human Revolution - Director's Cut,2.2,1
98743,35701646,Antichamber,2.1,1
98745,35701646,The Stanley Parable,2.1,1
98747,35701646,Fallout,1.9,1
98749,35701646,Dark Souls Prepare to Die Edition,1.8,1
98751,35701646,Democracy 3,1.7,1
98753,35701646,Dustforce,1.6,1
98755,35701646,Counter-Strike Global Offensive,1.6,1
98757,35701646,Audiosurf,1.5,1
98759,35701646,The Talos Principle,1.5,1
98761,35701646,Osmos,1.3,1
98763,35701646,Trine 2,1.2,1
98765,35701646,Half-Life Blue Shift,1.1,1
98767,35701646,Half-Life Opposing Force,1.1,1
98769,35701646,Bejeweled 3,1.0,1
98771,35701646,Thief,1.0,1
98773,35701646,Amnesia A Machine for Pigs,1.0,1
98775,35701646,Killing Floor,0.9,1
98777,35701646,Cogs,0.9,1
98779,35701646,Outlast,0.8,1
98781,35701646,Braid,0.6,1
98783,35701646,The Novelist,0.6,1
98785,35701646,The Elder Scrolls III Morrowind,0.6,1
98787,35701646,Ultra Street Fighter IV,0.6,1
98789,35701646,Dungeon Defenders,0.6,1
98791,35701646,Dear Esther,0.6,1
98793,35701646,Lara Croft and the Guardian of Light,0.6,1
98795,35701646,RIFT,0.6,1
98797,35701646,BIT.TRIP BEAT,0.5,1
98799,35701646,The Wonderful End of the World,0.4,1
98801,35701646,Half-Life 2 Deathmatch,0.3,1
98803,35701646,Eldritch,0.3,1
98805,35701646,Dragon Age Origins Character Creator,0.2,1
98807,35701646,Fallout Tactics,0.2,1
98809,35701646,AaAaAA!!! - A Reckless Disregard for Gravity,0.1,1
98811,35701646,BioShock Infinite,0.1,1
98865,65883119,Saints Row 2,113.0,3
98867,186648598,Team Fortress 2,20.0,1
98869,186648598,Unturned,0.3,1
98871,169958335,Dota 2,5.8,1
98873,161240367,Counter-Strike Global Offensive,637.0,4
98875,161240367,Garry's Mod,385.0,3
98877,161240367,Grand Theft Auto V,94.0,2
98879,161240367,Borderlands 2,23.0,2
98881,161240367,PAYDAY 2,21.0,2
98883,161240367,Heroes & Generals,21.0,2
98885,161240367,Unreal Tournament Game of the Year Edition,0.9,1
98889,174698259,Counter-Strike Global Offensive,60.0,2
98891,174698259,Dragon Nest Europe,8.6,1
98893,160928826,Plants vs. Zombies Game of the Year,7.9,1
98895,160928826,Commander Keen Complete Pack,1.6,1
98898,300444723,Undertale,9.8,1
98902,181810697,Dota 2,2.4,1
98904,135865220,Kerbal Space Program,328.0,3
98906,135865220,Sid Meier's Civilization V,84.0,2
98908,135865220,Terraria,72.0,2
98910,135865220,Robocraft,48.0,2
98912,135865220,Unturned,40.0,2
98914,135865220,Path of Exile,15.6,1
98916,135865220,Counter-Strike Global Offensive,12.9,1
98918,135865220,The Expendabros,8.1,1
98920,135865220,Vindictus,7.7,1
98922,135865220,Spore,7.0,1
98924,135865220,PlanetSide 2,6.8,1
98926,135865220,Warframe,6.5,1
98928,135865220,Star Conflict,4.5,1
98930,135865220,Team Fortress 2,4.0,1
98932,135865220,Heroes & Generals,3.3,1
98934,135865220,GameMaker Studio,2.3,1
98936,135865220,Face of Mankind,2.3,1
98938,135865220,The Elder Scrolls V Skyrim,2.2,1
98940,135865220,War Thunder,1.9,1
98942,135865220,Universe Sandbox,1.4,1
98944,135865220,POSTAL 2,0.6,1
98946,135865220,ORION Prelude,0.3,1
98948,135865220,World of Guns Gun Disassembly,0.2,1
98966,201026570,Team Fortress 2,1.6,1
98971,163281091,PAYDAY 2,71.0,2
98973,163281091,Saints Row The Third,35.0,2
98975,163281091,South Park The Stick of Truth,25.0,2
98977,163281091,Dota 2,22.0,2
98979,163281091,Team Fortress 2,13.4,1
98981,163281091,Subnautica,7.5,1
98983,163281091,The Elder Scrolls V Skyrim,4.4,1
98985,163281091,Star Conflict,2.7,1
98987,163281091,Garry's Mod,1.7,1
98989,163281091,Homeworld Remastered Collection,1.6,1
