,UserID,Game,Hours,Min_Hours,Max_Hours,Ratings
39250,259477553,War Inc. Battlezone,1.1,0.1,53.0,0.02075471698113208
39251,174923254,War Inc. Battlezone,0.5,0.1,53.0,0.009433962264150943
39252,258531019,War Inc. Battlezone,0.7,0.1,53.0,0.01320754716981132
39253,161623464,War Inc. Battlezone,0.4,0.1,53.0,0.007547169811320755
39254,231042734,War Inc. Battlezone,0.4,0.1,53.0,0.007547169811320755
39255,143629070,War Inc. Battlezone,5.1,0.1,53.0,0.09622641509433963
39256,178465090,War Inc. Battlezone,6.0,0.1,53.0,0.11320754716981132
39257,190070011,War Inc. Battlezone,0.1,0.1,53.0,0.0018867924528301887
39258,284164106,War Inc. Battlezone,0.5,0.1,53.0,0.009433962264150943
39259,243801291,War Inc. Battlezone,1.4,0.1,53.0,0.02641509433962264
39260,222867863,War Inc. Battlezone,1.7,0.1,53.0,0.032075471698113214
39261,264253640,Labyronia RPG,5.9,2.6,6.2,0.9516129032258064
39262,138941587,Labyronia RPG,2.6,2.6,6.2,0.41935483870967744
39263,62990992,Labyronia RPG,6.2,2.6,6.2,1.0
39264,264253640,Aftermath,4.9,0.1,63.0,0.07777777777777778
39265,260118401,Aftermath,0.7,0.1,63.0,0.01111111111111111
39266,231029951,Aftermath,0.1,0.1,63.0,0.0015873015873015873
39267,106147454,Aftermath,1.9,0.1,63.0,0.030158730158730163
39268,225176638,Aftermath,0.6,0.1,63.0,0.009523809523809523
39269,281846414,Aftermath,12.0,0.1,63.0,0.19047619047619047
39270,156879739,Aftermath,5.2,0.1,63.0,0.08253968253968254
39271,131539267,Aftermath,28.0,0.1,63.0,0.4444444444444444
39272,274785080,Aftermath,0.4,0.1,63.0,0.006349206349206349
39273,254935843,Aftermath,1.9,0.1,63.0,0.030158730158730163
39274,186642906,Aftermath,2.7,0.1,63.0,0.042857142857142864
39275,100311267,Aftermath,1.3,0.1,63.0,0.020634920634920638
39276,68540434,Aftermath,63.0,0.1,63.0,1.0
39277,110658990,Aftermath,0.3,0.1,63.0,0.0047619047619047615
39278,198573013,Aftermath,0.2,0.1,63.0,0.0031746031746031746
39279,161384593,Aftermath,12.3,0.1,63.0,0.19523809523809524
39280,212426459,Aftermath,8.8,0.1,63.0,0.13968253968253969
39281,81746734,Aftermath,1.6,0.1,63.0,0.0253968253968254
39282,276057148,Aftermath,0.6,0.1,63.0,0.009523809523809523
39283,118554131,Aftermath,0.6,0.1,63.0,0.009523809523809523
39284,163281091,Aftermath,1.1,0.1,63.0,0.01746031746031746
39285,268110072,Aftermath,0.3,0.1,63.0,0.0047619047619047615
39286,28472068,Aftermath,0.2,0.1,63.0,0.0031746031746031746
39287,90272527,Aftermath,1.0,0.1,63.0,0.015873015873015872
39288,211454678,Aftermath,0.7,0.1,63.0,0.01111111111111111
39289,245863248,Aftermath,1.6,0.1,63.0,0.0253968253968254
39290,259477553,Aftermath,14.9,0.1,63.0,0.2365079365079365
39291,165101762,Aftermath,5.0,0.1,63.0,0.07936507936507936
39292,273082868,Aftermath,1.9,0.1,63.0,0.030158730158730163
39293,152956403,Aftermath,0.5,0.1,63.0,0.007936507936507936
39294,159994178,Aftermath,6.1,0.1,63.0,0.0968253968253968
39295,182771524,Aftermath,2.3,0.1,63.0,0.0365079365079365
39296,116876958,Aftermath,15.1,0.1,63.0,0.2396825396825397
39297,188509200,Aftermath,3.1,0.1,63.0,0.049206349206349205
39298,190060278,Aftermath,2.0,0.1,63.0,0.031746031746031744
39299,292881361,Aftermath,0.3,0.1,63.0,0.0047619047619047615
39300,123904490,Aftermath,0.4,0.1,63.0,0.006349206349206349
39301,296656295,Aftermath,1.4,0.1,63.0,0.02222222222222222
39302,253813925,Aftermath,0.9,0.1,63.0,0.014285714285714284
39303,201793161,Aftermath,0.3,0.1,63.0,0.0047619047619047615
39304,153017703,Aftermath,1.5,0.1,63.0,0.023809523809523808
39305,103638409,Aftermath,0.8,0.1,63.0,0.012698412698412698
39306,221694858,Aftermath,2.7,0.1,63.0,0.042857142857142864
39307,174226719,Aftermath,3.6,0.1,63.0,0.057142857142857134
39308,77980915,Aftermath,1.1,0.1,63.0,0.01746031746031746
39309,245314153,Aftermath,0.5,0.1,63.0,0.007936507936507936
39310,64611580,Aftermath,0.3,0.1,63.0,0.0047619047619047615
39311,155673786,Aftermath,1.1,0.1,63.0,0.01746031746031746
39312,259708463,Aftermath,1.8,0.1,63.0,0.028571428571428567
39313,292070264,Aftermath,46.0,0.1,63.0,0.7301587301587301
39314,220434034,Aftermath,4.2,0.1,63.0,0.06666666666666668
39315,276090576,Aftermath,2.2,0.1,63.0,0.03492063492063492
39316,80511960,Aftermath,0.1,0.1,63.0,0.0015873015873015873
39317,254550709,Aftermath,3.4,0.1,63.0,0.05396825396825397
39318,264253640,Warframe,4.2,0.1,1159.0,0.003623813632441761
39319,100519466,Warframe,6.6,0.1,1159.0,0.005694564279551337
39320,16167221,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39321,170491009,Warframe,14.1,0.1,1159.0,0.012165660051768766
39322,150751526,Warframe,17.2,0.1,1159.0,0.014840379637618637
39323,215540943,Warframe,2.6,0.1,1159.0,0.0022433132010353752
39327,236775073,Warframe,0.8,0.1,1159.0,0.0006902502157031924
39328,20200395,Warframe,26.0,0.1,1159.0,0.022433132010353758
39329,32498610,Warframe,0.4,0.1,1159.0,0.0003451251078515962
39330,65958466,Warframe,36.0,0.1,1159.0,0.031061259706643658
39334,44866715,Warframe,4.7,0.1,1159.0,0.004055220017256256
39335,196223620,Warframe,3.6,0.1,1159.0,0.003106125970664366
39336,303525289,Warframe,1.0,0.1,1159.0,0.0008628127696289905
39337,227777777,Warframe,1.6,0.1,1159.0,0.0013805004314063848
39339,117531196,Warframe,2.7,0.1,1159.0,0.0023295944779982746
39340,182399789,Warframe,2.0,0.1,1159.0,0.001725625539257981
39341,180743752,Warframe,4.6,0.1,1159.0,0.003968938740293356
39342,79411077,Warframe,32.0,0.1,1159.0,0.027610008628127698
39343,249232725,Warframe,10.4,0.1,1159.0,0.008973252804141501
39344,102825821,Warframe,6.8,0.1,1159.0,0.005867126833477136
39345,106170243,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39346,87907200,Warframe,28.0,0.1,1159.0,0.02415875754961173
39347,158159336,Warframe,2.3,0.1,1159.0,0.001984469370146678
39348,7431946,Warframe,51.0,0.1,1159.0,0.04400345125107852
39349,115037563,Warframe,4.4,0.1,1159.0,0.0037963761863675596
39350,194842424,Warframe,0.1,0.1,1159.0,8.628127696289905e-05
39351,191747590,Warframe,3.0,0.1,1159.0,0.0025884383088869713
39352,228908339,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39353,112110682,Warframe,2.1,0.1,1159.0,0.00181190681622088
39354,160469883,Warframe,5.2,0.1,1159.0,0.0044866264020707505
39355,84455820,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39356,93644606,Warframe,5.6,0.1,1159.0,0.004831751509922346
39357,115959445,Warframe,6.5,0.1,1159.0,0.005608283002588439
39358,141873792,Warframe,4.8,0.1,1159.0,0.004141501294219154
39360,138259286,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39361,226357303,Warframe,1.0,0.1,1159.0,0.0008628127696289905
39362,249570072,Warframe,8.9,0.1,1159.0,0.007679033649698016
39363,13565651,Warframe,58.0,0.1,1159.0,0.05004314063848145
39364,238378861,Warframe,8.1,0.1,1159.0,0.006988783433994823
39365,158476996,Warframe,32.0,0.1,1159.0,0.027610008628127698
39367,8542204,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39368,81585721,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39369,67492611,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39370,43360645,Warframe,7.7,0.1,1159.0,0.006643658326143227
39371,297340487,Warframe,1.0,0.1,1159.0,0.0008628127696289905
39372,105877396,Warframe,1.7,0.1,1159.0,0.001466781708369284
39374,185914106,Warframe,4.9,0.1,1159.0,0.004227782571182054
39375,199693353,Warframe,4.6,0.1,1159.0,0.003968938740293356
39376,24469287,Warframe,12.2,0.1,1159.0,0.010526315789473684
39377,182491331,Warframe,11.2,0.1,1159.0,0.009663503019844692
39378,11403772,Warframe,14.8,0.1,1159.0,0.01276962899050906
39380,189818681,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39381,158944454,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39382,243141191,Warframe,9.9,0.1,1159.0,0.008541846419327006
39383,88344296,Warframe,11.4,0.1,1159.0,0.009836065573770493
39384,9128105,Warframe,0.8,0.1,1159.0,0.0006902502157031924
39385,131785763,Warframe,7.3,0.1,1159.0,0.0062985332182916316
39387,86912006,Warframe,5.5,0.1,1159.0,0.004745470232959448
39388,60296891,Warframe,8.9,0.1,1159.0,0.007679033649698016
39389,99704390,Warframe,3.1,0.1,1159.0,0.002674719585849871
39390,163669475,Warframe,0.2,0.1,1159.0,0.0001725625539257981
39392,278825568,Warframe,0.2,0.1,1159.0,0.0001725625539257981
39394,122679931,Warframe,0.4,0.1,1159.0,0.0003451251078515962
39395,65342306,Warframe,17.6,0.1,1159.0,0.015185504745470238
39396,62878249,Warframe,7.2,0.1,1159.0,0.006212251941328732
39397,150137344,Warframe,4.0,0.1,1159.0,0.003451251078515962
39398,50801801,Warframe,4.0,0.1,1159.0,0.003451251078515962
39399,83671083,Warframe,10.3,0.1,1159.0,0.008886971527178603
39400,38323067,Warframe,65.0,0.1,1159.0,0.05608283002588439
39402,197406178,Warframe,2.4,0.1,1159.0,0.002070750647109577
39403,209219032,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39404,171252939,Warframe,18.3,0.1,1159.0,0.015789473684210527
39407,100311267,Warframe,13.9,0.1,1159.0,0.01199309749784297
39409,75232211,Warframe,0.7,0.1,1159.0,0.0006039689387402933
39411,171067153,Warframe,2.2,0.1,1159.0,0.0018981880931837798
39412,153945772,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39413,205329032,Warframe,6.0,0.1,1159.0,0.005176876617773943
39414,170460109,Warframe,48.0,0.1,1159.0,0.041415012942191534
39417,114617787,Warframe,46.0,0.1,1159.0,0.03968938740293356
39418,197949629,Warframe,5.1,0.1,1159.0,0.004400345125107851
39419,297650024,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39421,124234882,Warframe,7.1,0.1,1159.0,0.006125970664365832
39422,67694595,Warframe,4.0,0.1,1159.0,0.003451251078515962
39423,187484302,Warframe,15.3,0.1,1159.0,0.013201035375323557
39424,215380327,Warframe,10.4,0.1,1159.0,0.008973252804141501
39426,256613211,Warframe,8.3,0.1,1159.0,0.0071613459879206216
39428,188189790,Warframe,0.7,0.1,1159.0,0.0006039689387402933
39429,187877855,Warframe,0.4,0.1,1159.0,0.0003451251078515962
39430,49724738,Warframe,6.5,0.1,1159.0,0.005608283002588439
39431,213231597,Warframe,8.8,0.1,1159.0,0.007592752372735117
39432,142408262,Warframe,0.2,0.1,1159.0,0.0001725625539257981
39433,234262106,Warframe,3.8,0.1,1159.0,0.003278688524590164
39434,235692659,Warframe,5.7,0.1,1159.0,0.004918032786885246
39435,48984158,Warframe,7.2,0.1,1159.0,0.006212251941328732
39436,94269421,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39437,193486352,Warframe,1.7,0.1,1159.0,0.001466781708369284
39439,234950941,Warframe,1.0,0.1,1159.0,0.0008628127696289905
39440,131023125,Warframe,0.5,0.1,1159.0,0.00043140638481449533
39441,145243748,Warframe,37.0,0.1,1159.0,0.03192407247627265
39442,245422124,Warframe,3.7,0.1,1159.0,0.003192407247627265
39443,86055705,Warframe,10.3,0.1,1159.0,0.008886971527178603
39445,55426012,Warframe,24.0,0.1,1159.0,0.020707506471095767
39446,292917073,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39447,205965436,Warframe,1.1,0.1,1159.0,0.0009490940465918897
39449,136139505,Warframe,18.3,0.1,1159.0,0.015789473684210527
39450,294424417,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39452,258482885,Warframe,0.1,0.1,1159.0,8.628127696289905e-05
39453,191126693,Warframe,3.3,0.1,1159.0,0.0028472821397756685
39454,194970068,Warframe,4.7,0.1,1159.0,0.004055220017256256
39455,142799594,Warframe,24.0,0.1,1159.0,0.020707506471095767
39456,183998097,Warframe,5.8,0.1,1159.0,0.005004314063848146
39457,131386705,Warframe,2.4,0.1,1159.0,0.002070750647109577
39458,117949868,Warframe,6.6,0.1,1159.0,0.005694564279551337
39459,122444332,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39460,156271246,Warframe,2.2,0.1,1159.0,0.0018981880931837798
39461,102270213,Warframe,4.5,0.1,1159.0,0.003882657463330457
39462,51085779,Warframe,3.0,0.1,1159.0,0.0025884383088869713
39463,174287424,Warframe,0.5,0.1,1159.0,0.00043140638481449533
39464,298890193,Warframe,4.7,0.1,1159.0,0.004055220017256256
39465,158608850,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39466,182851135,Warframe,2.0,0.1,1159.0,0.001725625539257981
39467,162809784,Warframe,2.8,0.1,1159.0,0.002415875754961173
39468,203765587,Warframe,11.0,0.1,1159.0,0.009490940465918895
39469,268599796,Warframe,1.8,0.1,1159.0,0.001553062985332183
39470,161384593,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39471,186483761,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39472,212426459,Warframe,11.1,0.1,1159.0,0.009577221742881795
39473,126522515,Warframe,2.1,0.1,1159.0,0.00181190681622088
39474,14544587,Warframe,2.8,0.1,1159.0,0.002415875754961173
39475,168539881,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39476,133024750,Warframe,6.9,0.1,1159.0,0.005953408110440035
39477,150182632,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39478,174386411,Warframe,13.2,0.1,1159.0,0.011389128559102674
39479,261067712,Warframe,3.9,0.1,1159.0,0.003364969801553063
39480,154014392,Warframe,7.6,0.1,1159.0,0.006557377049180328
39481,58435428,Warframe,4.4,0.1,1159.0,0.0037963761863675596
39482,119619506,Warframe,10.9,0.1,1159.0,0.009404659188955998
39483,101000574,Warframe,21.0,0.1,1159.0,0.0181190681622088
39484,91859894,Warframe,40.0,0.1,1159.0,0.03451251078515962
39485,42771635,Warframe,8.1,0.1,1159.0,0.006988783433994823
39486,225392937,Warframe,4.6,0.1,1159.0,0.003968938740293356
39487,146007471,Warframe,9.9,0.1,1159.0,0.008541846419327006
39488,264500948,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39489,170485590,Warframe,13.3,0.1,1159.0,0.011475409836065577
39490,201367497,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39491,99264709,Warframe,19.8,0.1,1159.0,0.017083692838654012
39492,288274882,Warframe,8.6,0.1,1159.0,0.007420189818809319
39493,279171078,Warframe,4.9,0.1,1159.0,0.004227782571182054
39494,65909415,Warframe,5.4,0.1,1159.0,0.004659188955996549
39495,11161178,Warframe,46.0,0.1,1159.0,0.03968938740293356
39496,59756932,Warframe,3.2,0.1,1159.0,0.0027610008628127696
39497,102016550,Warframe,1.6,0.1,1159.0,0.0013805004314063848
39498,210986854,Warframe,50.0,0.1,1159.0,0.04314063848144953
39499,106796307,Warframe,1.4,0.1,1159.0,0.0012079378774805865
39500,235349841,Warframe,4.4,0.1,1159.0,0.0037963761863675596
39502,209087920,Warframe,1.9,0.1,1159.0,0.001639344262295082
39504,108750879,Warframe,6.9,0.1,1159.0,0.005953408110440035
39505,170172944,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39506,79017735,Warframe,0.8,0.1,1159.0,0.0006902502157031924
39507,142388676,Warframe,1.6,0.1,1159.0,0.0013805004314063848
39508,194544287,Warframe,40.0,0.1,1159.0,0.03451251078515962
39509,189304702,Warframe,74.0,0.1,1159.0,0.0638481449525453
39511,196446810,Warframe,1.5,0.1,1159.0,0.0012942191544434854
39512,167167647,Warframe,2.7,0.1,1159.0,0.0023295944779982746
39513,135865220,Warframe,6.5,0.1,1159.0,0.005608283002588439
39514,137158399,Warframe,0.5,0.1,1159.0,0.00043140638481449533
39515,107567915,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39517,179390131,Warframe,3.2,0.1,1159.0,0.0027610008628127696
39518,11731710,Warframe,17.8,0.1,1159.0,0.015358067299396032
39519,184554757,Warframe,8.0,0.1,1159.0,0.006902502157031924
39520,178038549,Warframe,4.9,0.1,1159.0,0.004227782571182054
39521,260788360,Warframe,5.5,0.1,1159.0,0.004745470232959448
39522,255511589,Warframe,3.4,0.1,1159.0,0.002933563416738568
39523,127335438,Warframe,8.4,0.1,1159.0,0.00724762726488352
39524,188910738,Warframe,1.4,0.1,1159.0,0.0012079378774805865
39525,289573026,Warframe,7.2,0.1,1159.0,0.006212251941328732
39526,113186568,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39527,96249915,Warframe,62.0,0.1,1159.0,0.053494391716997415
39528,172771532,Warframe,0.6,0.1,1159.0,0.0005176876617773941
39529,195072781,Warframe,4.2,0.1,1159.0,0.003623813632441761
39530,133422169,Warframe,27.0,0.1,1159.0,0.023295944779982744
39531,45617627,Warframe,7.6,0.1,1159.0,0.006557377049180328
39532,166863117,Warframe,0.6,0.1,1159.0,0.0005176876617773941
39533,124540027,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39534,101142088,Warframe,72.0,0.1,1159.0,0.06212251941328732
39535,200086626,Warframe,3.6,0.1,1159.0,0.003106125970664366
39536,201355162,Warframe,18.9,0.1,1159.0,0.01630716134598792
39537,90272527,Warframe,37.0,0.1,1159.0,0.03192407247627265
39538,63157803,Warframe,74.0,0.1,1159.0,0.0638481449525453
39540,200362041,Warframe,5.2,0.1,1159.0,0.0044866264020707505
39542,211197762,Warframe,2.2,0.1,1159.0,0.0018981880931837798
39543,123875734,Warframe,17.2,0.1,1159.0,0.014840379637618637
39545,220680498,Warframe,0.8,0.1,1159.0,0.0006902502157031924
39547,35433662,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39548,93341815,Warframe,4.6,0.1,1159.0,0.003968938740293356
39549,97818502,Warframe,9.5,0.1,1159.0,0.008196721311475409
39550,155042139,Warframe,24.0,0.1,1159.0,0.020707506471095767
39551,174923254,Warframe,5.4,0.1,1159.0,0.004659188955996549
39552,255010251,Warframe,18.5,0.1,1159.0,0.015962036238136326
39553,59234901,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39554,103445207,Warframe,6.7,0.1,1159.0,0.005780845556514236
39555,17567828,Warframe,22.0,0.1,1159.0,0.01898188093183779
39556,88775181,Warframe,2.1,0.1,1159.0,0.00181190681622088
39557,197518122,Warframe,66.0,0.1,1159.0,0.056945642795513375
39558,82352462,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39559,189441775,Warframe,3.1,0.1,1159.0,0.002674719585849871
39560,144412676,Warframe,0.4,0.1,1159.0,0.0003451251078515962
39561,259420989,Warframe,1.7,0.1,1159.0,0.001466781708369284
39562,94936385,Warframe,0.7,0.1,1159.0,0.0006039689387402933
39563,88493668,Warframe,71.0,0.1,1159.0,0.061259706643658325
39564,193196975,Warframe,8.2,0.1,1159.0,0.0070750647109577205
39565,184385867,Warframe,0.6,0.1,1159.0,0.0005176876617773941
39566,62990992,Warframe,10.5,0.1,1159.0,0.0090595340811044
39567,230944154,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39568,156343742,Warframe,9.2,0.1,1159.0,0.007937877480586712
39570,209340839,Warframe,1.0,0.1,1159.0,0.0008628127696289905
39571,167118460,Warframe,0.7,0.1,1159.0,0.0006039689387402933
39572,264496864,Warframe,2.3,0.1,1159.0,0.001984469370146678
39573,200059104,Warframe,2.0,0.1,1159.0,0.001725625539257981
39574,181638799,Warframe,17.0,0.1,1159.0,0.01466781708369284
39575,195946569,Warframe,22.0,0.1,1159.0,0.01898188093183779
39576,197190654,Warframe,2.0,0.1,1159.0,0.001725625539257981
39577,183490713,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39578,92612763,Warframe,11.7,0.1,1159.0,0.010094909404659187
39579,152956403,Warframe,15.7,0.1,1159.0,0.01354616048317515
39580,119937035,Warframe,32.0,0.1,1159.0,0.027610008628127698
39581,154940949,Warframe,12.2,0.1,1159.0,0.010526315789473684
39582,88579585,Warframe,74.0,0.1,1159.0,0.0638481449525453
39585,76451157,Warframe,0.6,0.1,1159.0,0.0005176876617773941
39586,105159791,Warframe,5.4,0.1,1159.0,0.004659188955996549
39587,108160472,Warframe,4.7,0.1,1159.0,0.004055220017256256
39588,144532046,Warframe,3.5,0.1,1159.0,0.003019844693701467
39589,204401529,Warframe,68.0,0.1,1159.0,0.05867126833477136
39590,174459790,Warframe,28.0,0.1,1159.0,0.02415875754961173
39591,85497862,Warframe,10.6,0.1,1159.0,0.0091458153580673
39592,224754050,Warframe,5.1,0.1,1159.0,0.004400345125107851
39594,123734483,Warframe,0.9,0.1,1159.0,0.0007765314926660915
39596,26302344,Warframe,0.8,0.1,1159.0,0.0006902502157031924
39597,83625754,Warframe,3.0,0.1,1159.0,0.0025884383088869713
39598,161657866,Warframe,2.7,0.1,1159.0,0.0023295944779982746
39599,108114779,Warframe,2.7,0.1,1159.0,0.0023295944779982746
39600,59662830,Warframe,37.0,0.1,1159.0,0.03192407247627265
39601,111163130,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39602,192044880,Warframe,1.4,0.1,1159.0,0.0012079378774805865
39603,2753525,Warframe,32.0,0.1,1159.0,0.027610008628127698
39605,27545486,Warframe,72.0,0.1,1159.0,0.06212251941328732
39606,200282141,Warframe,0.2,0.1,1159.0,0.0001725625539257981
39607,40212239,Warframe,4.0,0.1,1159.0,0.003451251078515962
39608,234488787,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39609,112626210,Warframe,3.5,0.1,1159.0,0.003019844693701467
39610,103731895,Warframe,67.0,0.1,1159.0,0.057808455565142365
39611,209817175,Warframe,8.5,0.1,1159.0,0.0073339085418464185
39612,174762197,Warframe,11.5,0.1,1159.0,0.00992234685073339
39613,159484357,Warframe,11.9,0.1,1159.0,0.010267471958584988
39614,199662019,Warframe,0.2,0.1,1159.0,0.0001725625539257981
39615,163162333,Warframe,2.0,0.1,1159.0,0.001725625539257981
39616,60611062,Warframe,20.0,0.1,1159.0,0.01725625539257981
39617,137610845,Warframe,19.0,0.1,1159.0,0.016393442622950817
39618,210170887,Warframe,2.2,0.1,1159.0,0.0018981880931837798
39620,303010440,Warframe,8.5,0.1,1159.0,0.0073339085418464185
39621,119428254,Warframe,7.1,0.1,1159.0,0.006125970664365832
39622,192234242,Warframe,9.9,0.1,1159.0,0.008541846419327006
39623,111551727,Warframe,30.0,0.1,1159.0,0.025884383088869714
39624,102295765,Warframe,5.5,0.1,1159.0,0.004745470232959448
39625,86481908,Warframe,7.6,0.1,1159.0,0.006557377049180328
39626,202427012,Warframe,0.1,0.1,1159.0,8.628127696289905e-05
39627,300708628,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39628,86041729,Warframe,2.4,0.1,1159.0,0.002070750647109577
39630,100719181,Warframe,2.1,0.1,1159.0,0.00181190681622088
39631,190060278,Warframe,42.0,0.1,1159.0,0.0362381363244176
39632,144845684,Warframe,2.1,0.1,1159.0,0.00181190681622088
39633,124776658,Warframe,28.0,0.1,1159.0,0.02415875754961173
39635,234498398,Warframe,73.0,0.1,1159.0,0.06298533218291631
39636,183089914,Warframe,12.6,0.1,1159.0,0.01087144089732528
39637,50700418,Warframe,2.5,0.1,1159.0,0.0021570319240724768
39638,164318687,Warframe,2.3,0.1,1159.0,0.001984469370146678
39639,184987886,Warframe,3.6,0.1,1159.0,0.003106125970664366
39640,32126281,Warframe,17.0,0.1,1159.0,0.01466781708369284
39641,134322141,Warframe,25.0,0.1,1159.0,0.021570319240724764
39642,150305902,Warframe,8.6,0.1,1159.0,0.007420189818809319
39645,258531019,Warframe,15.5,0.1,1159.0,0.013373597929249352
39646,294620986,Warframe,1.9,0.1,1159.0,0.001639344262295082
39647,167985276,Warframe,2.4,0.1,1159.0,0.002070750647109577
39648,117488479,Warframe,27.0,0.1,1159.0,0.023295944779982744
39649,162421622,Warframe,5.6,0.1,1159.0,0.004831751509922346
39650,191731084,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39651,39361297,Warframe,0.7,0.1,1159.0,0.0006039689387402933
39652,209608167,Warframe,16.2,0.1,1159.0,0.013977566867989646
39653,119949344,Warframe,3.1,0.1,1159.0,0.002674719585849871
39654,155003926,Warframe,11.1,0.1,1159.0,0.009577221742881795
39655,142844201,Warframe,1.0,0.1,1159.0,0.0008628127696289905
39656,165216496,Warframe,15.8,0.1,1159.0,0.01363244176013805
39657,181002117,Warframe,13.5,0.1,1159.0,0.011647972389991372
39658,161816812,Warframe,1.3,0.1,1159.0,0.0011216566005176876
39659,61070572,Warframe,3.5,0.1,1159.0,0.003019844693701467
39660,44314169,Warframe,0.2,0.1,1159.0,0.0001725625539257981
39661,253813925,Warframe,4.1,0.1,1159.0,0.003537532355478861
39662,94195027,Warframe,49.0,0.1,1159.0,0.04227782571182054
39663,285862168,Warframe,3.8,0.1,1159.0,0.003278688524590164
39664,244758115,Warframe,5.8,0.1,1159.0,0.005004314063848146
39666,51822361,Warframe,2.5,0.1,1159.0,0.0021570319240724768
39667,206655674,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39668,247065555,Warframe,1.2,0.1,1159.0,0.0010353753235547883
39669,148246305,Warframe,3.4,0.1,1159.0,0.002933563416738568
39670,252352661,Warframe,6.3,0.1,1159.0,0.00543572044866264
39671,81591317,Warframe,10.6,0.1,1159.0,0.0091458153580673
39672,198081354,Warframe,1.8,0.1,1159.0,0.001553062985332183
39673,43160799,Warframe,10.8,0.1,1159.0,0.009318377911993098
39674,153017703,Warframe,11.0,0.1,1159.0,0.009490940465918895
39675,103638409,Warframe,14.9,0.1,1159.0,0.01285591026747196
39676,93108463,Warframe,0.5,0.1,1159.0,0.00043140638481449533
39677,38317154,Warframe,64.0,0.1,1159.0,0.0552200172562554
39678,177625788,Warframe,9.8,0.1,1159.0,0.008455565142364108
39679,225706303,Warframe,2.7,0.1,1159.0,0.0023295944779982746
39680,159800136,Warframe,30.0,0.1,1159.0,0.025884383088869714
39681,109373866,Warframe,3.3,0.1,1159.0,0.0028472821397756685
39682,161366228,Warframe,1.6,0.1,1159.0,0.0013805004314063848
39684,137334839,Warframe,5.0,0.1,1159.0,0.0043140638481449535
39685,299991818,Warframe,0.5,0.1,1159.0,0.00043140638481449533
39686,92436417,Warframe,67.0,0.1,1159.0,0.057808455565142365
39689,259050705,Warframe,0.3,0.1,1159.0,0.00025884383088869707
39690,85458882,Warframe,26.0,0.1,1159.0,0.022433132010353758
39691,82263745,Warframe,1.4,0.1,1159.0,0.0012079378774805865
39692,161759944,Warframe,0.7,0.1,1159.0,0.0006039689387402933
39693,138581545,Warframe,3.0,0.1,1159.0,0.0025884383088869713
39695,58345543,Warframe,5.9,0.1,1159.0,0.005090595340811044
39696,142750305,Warframe,2.2,0.1,1159.0,0.0018981880931837798
39698,163432200,Warframe,23.0,0.1,1159.0,0.01984469370146678
39700,175831055,Warframe,0.8,0.1,1159.0,0.0006902502157031924
39703,169006380,Warframe,15.2,0.1,1159.0,0.013114754098360656
39704,163712958,Warframe,6.1,0.1,1159.0,0.005263157894736842
39705,59332369,Warframe,1.4,0.1,1159.0,0.0012079378774805865
39706,56413349,Warframe,19.9,0.1,1159.0,0.01716997411561691
39707,168244631,Warframe,15.5,0.1,1159.0,0.013373597929249352
39708,48525807,Warframe,11.5,0.1,1159.0,0.00992234685073339
39709,110650041,Warframe,0.6,0.1,1159.0,0.0005176876617773941
39710,39941720,Warframe,1.9,0.1,1159.0,0.001639344262295082
